Sender,Receiver,Timestamp,Discussion Title,Discussion Category,Parent Category,Category Text,Discussion Identifier,Comment ID,Discussion ID
377,445,4/11/13 12:04,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,494,36
275,44,4/11/13 12:18,How do we promote student's self-directed learning inside a system designed for teacher directed?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,How do we promote student's self-directed learning inside a system designed for teacher directed?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,495,25
139,207,4/11/13 13:06,PD,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,PDUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,496,18
445,445,4/11/13 14:16,What will be different for students and teachers?,Group A-C,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group A-CUnits 1-3 Discussion Groups,497,44
445,445,4/11/13 14:24,What will be different for students and teachers?,Group U-Z,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group U-ZUnits 1-3 Discussion Groups,498,42
115,116,4/11/13 14:27,Education in 2020,Group O-T,Units 1-3 Discussion Groups,,Education in 2020Group O-TUnits 1-3 Discussion Groups,499,17
445,59,4/11/13 14:32,Education in 2020,Group O-T,Units 1-3 Discussion Groups,,Education in 2020Group O-TUnits 1-3 Discussion Groups,500,17
444,1,4/11/13 14:32,DLT Resources—Comments and Suggestions,Group U-Z,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup U-ZUnits 1-3 Discussion Groups,501,12
298,445,4/11/13 14:43,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,502,36
91,219,4/11/13 14:55,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,503,6
27,132,4/11/13 15:07,Digital Divide,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Digital DivideUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,504,22
298,444,4/11/13 15:13,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,505,2
27,195,4/11/13 15:15,"Bring it out when we need it, put it away when we don't",Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,"Bring it out when we need it, put it away when we don'tUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions",506,30
298,223,4/11/13 15:18,Student Motivation,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Student MotivationUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,507,15
444,64,4/11/13 16:04,I am amazed ...,Group N,Units 1-3 Discussion Groups,,I am amazed ...Group NUnits 1-3 Discussion Groups,508,35
146,445,4/11/13 16:12,What will be different for students and teachers?,Group A-C,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group A-CUnits 1-3 Discussion Groups,509,44
134,132,4/11/13 16:23,Digital Divide,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Digital DivideUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,510,22
146,444,4/11/13 16:23,Submitting Questions for the Expert Panel,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Submitting Questions for the Expert PanelUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,511,8
33,173,4/11/13 17:01,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,512,9
101,445,4/11/13 17:05,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,513,36
101,444,4/11/13 17:07,Submitting Questions for the Expert Panel,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Submitting Questions for the Expert PanelUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,514,8
118,128,4/11/13 17:12,About Some Possible Teacher Concerns Related to WEB-based Research,Group O-T,Units 1-3 Discussion Groups,,About Some Possible Teacher Concerns Related to WEB-based ResearchGroup O-TUnits 1-3 Discussion Groups,515,48
193,444,4/11/13 17:26,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,516,2
444,141,4/11/13 17:28,Most important change for your school or district?,Group D-L,Units 1-3 Discussion Groups,,Most important change for your school or district?Group D-LUnits 1-3 Discussion Groups,517,1
238,234,4/11/13 17:34,What will be different for students and teachers when K-12 education incorporates digital learning?,Group D-L,Units 1-3 Discussion Groups,,What will be different for students and teachers when K-12 education incorporates digital learning?Group D-LUnits 1-3 Discussion Groups,518,19
170,444,4/11/13 17:40,DLT Resources—Comments and Suggestions,Group D-L,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup D-LUnits 1-3 Discussion Groups,519,3
170,234,4/11/13 17:43,What will be different for students and teachers when K-12 education incorporates digital learning?,Group D-L,Units 1-3 Discussion Groups,,What will be different for students and teachers when K-12 education incorporates digital learning?Group D-LUnits 1-3 Discussion Groups,520,19
423,445,4/11/13 17:54,What will be different for students and teachers?,Group U-Z,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group U-ZUnits 1-3 Discussion Groups,521,42
444,257,4/11/13 17:56,How can faculty involved in educator preparation get themselves plugged into these conversations?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,How can faculty involved in educator preparation get themselves plugged into these conversations?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,522,34
79,88,4/11/13 18:18,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,523,6
17,444,4/11/13 18:20,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,524,2
290,115,4/11/13 18:42,PD,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,PDUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,525,18
377,444,4/11/13 18:47,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,526,2
168,234,4/11/13 18:49,What are the most important ways we need to update K-12 education by 2020?,Group D-L,Units 1-3 Discussion Groups,,What are the most important ways we need to update K-12 education by 2020?Group D-LUnits 1-3 Discussion Groups,527,23
168,167,4/11/13 18:51,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,528,32
205,33,4/11/13 18:56,Where do you begin when you have a (semi) clean slate,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Where do you begin when you have a (semi) clean slateUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,529,49
205,33,4/11/13 19:01,Where do you begin when you have a (semi) clean slate,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Where do you begin when you have a (semi) clean slateUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,530,49
283,284,4/11/13 19:15,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,531,2
173,310,4/11/13 19:38,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,532,9
378,444,4/11/13 19:39,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,533,2
397,445,4/11/13 19:41,What will be different for students and teachers?,Group U-Z,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group U-ZUnits 1-3 Discussion Groups,534,42
379,444,4/11/13 19:43,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,535,2
126,444,4/11/13 19:45,DLT Resources—Comments and Suggestions,Group O-T,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup O-TUnits 1-3 Discussion Groups,536,13
378,445,4/11/13 19:48,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,537,36
379,445,4/11/13 19:49,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,538,36
397,444,4/11/13 19:55,DLT Resources—Comments and Suggestions,Group U-Z,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup U-ZUnits 1-3 Discussion Groups,539,12
397,444,4/11/13 20:08,Most important change for your school or district?,Group U-Z,Units 1-3 Discussion Groups,,Most important change for your school or district?Group U-ZUnits 1-3 Discussion Groups,540,5
345,444,4/11/13 20:18,Most important change for your school or district?,Group U-Z,Units 1-3 Discussion Groups,,Most important change for your school or district?Group U-ZUnits 1-3 Discussion Groups,541,5
140,141,4/11/13 20:58,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,542,32
140,234,4/11/13 21:03,What are the most important ways we need to update K-12 education by 2020?,Group D-L,Units 1-3 Discussion Groups,,What are the most important ways we need to update K-12 education by 2020?Group D-LUnits 1-3 Discussion Groups,543,23
128,118,4/11/13 21:09,About Some Possible Teacher Concerns Related to WEB-based Research,Group O-T,Units 1-3 Discussion Groups,,About Some Possible Teacher Concerns Related to WEB-based ResearchGroup O-TUnits 1-3 Discussion Groups,544,48
224,310,4/11/13 21:12,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,545,9
140,239,4/11/13 21:13,What will be different for students and teachers when K-12 education incorporates digital learning?,Group D-L,Units 1-3 Discussion Groups,,What will be different for students and teachers when K-12 education incorporates digital learning?Group D-LUnits 1-3 Discussion Groups,546,19
359,248,4/11/13 21:38,PD,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,PDUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,547,18
380,444,4/11/13 21:41,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,548,2
128,444,4/11/13 22:34,Most important change for your school or district?,Group O-T,Units 1-3 Discussion Groups,,Most important change for your school or district?Group O-TUnits 1-3 Discussion Groups,549,4
223,445,4/11/13 22:37,What will be different for students and teachers?,Group A-C,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group A-CUnits 1-3 Discussion Groups,550,44
19,128,4/11/13 23:20,What Are Our Usual Fears and Challenges about Traditional Skills in the Age of IT?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,What Are Our Usual Fears and Challenges about Traditional Skills in the Age of IT?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,551,50
44,64,4/11/13 23:51,I am amazed ...,Group N,Units 1-3 Discussion Groups,,I am amazed ...Group NUnits 1-3 Discussion Groups,552,35
44,445,4/11/13 23:59,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,553,36
44,54,4/12/13 0:05,How do we promote student's self-directed learning inside a system designed for teacher directed?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,How do we promote student's self-directed learning inside a system designed for teacher directed?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,554,25
417,445,4/12/13 0:30,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,555,36
116,116,4/12/13 0:47,Education in 2020,Group O-T,Units 1-3 Discussion Groups,,Education in 2020Group O-TUnits 1-3 Discussion Groups,556,17
350,444,4/12/13 1:07,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,557,6
224,19,4/12/13 1:15,Digital natives?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Digital natives?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,558,10
329,444,4/12/13 1:30,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,559,6
329,445,4/12/13 1:43,What will be different for students and teachers?,Group M,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group MUnits 1-3 Discussion Groups,560,39
418,445,4/12/13 1:48,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,561,36
163,133,4/12/13 1:53,Digital Divide,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Digital DivideUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,562,22
329,444,4/12/13 1:55,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,563,6
329,444,4/12/13 2:04,Submitting Questions for the Expert Panel,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Submitting Questions for the Expert PanelUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,564,8
354,101,4/12/13 2:28,Submitting Questions for the Expert Panel,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Submitting Questions for the Expert PanelUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,565,8
247,444,4/12/13 11:57,DLT Resources—Comments and Suggestions,Group M,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup MUnits 1-3 Discussion Groups,566,51
247,444,4/12/13 12:03,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,567,6
247,445,4/12/13 12:08,What will be different for students and teachers?,Group M,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group MUnits 1-3 Discussion Groups,568,39
247,322,4/12/13 12:13,"Common Core, Standardized Tests and Self-Directed Learning",Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,"Common Core, Standardized Tests and Self-Directed LearningUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions",569,31
90,444,4/12/13 12:19,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,570,6
78,116,4/12/13 13:39,Education in 2020,Group O-T,Units 1-3 Discussion Groups,,Education in 2020Group O-TUnits 1-3 Discussion Groups,571,17
78,444,4/12/13 13:44,Most important change for your school or district?,Group O-T,Units 1-3 Discussion Groups,,Most important change for your school or district?Group O-TUnits 1-3 Discussion Groups,572,4
297,444,4/12/13 14:08,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,573,2
297,295,4/12/13 14:10,Can a school go at it alone?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Can a school go at it alone?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,574,52
337,444,4/12/13 14:32,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,575,2
169,234,4/12/13 14:40,What will be different for students and teachers when K-12 education incorporates digital learning?,Group D-L,Units 1-3 Discussion Groups,,What will be different for students and teachers when K-12 education incorporates digital learning?Group D-LUnits 1-3 Discussion Groups,576,19
169,167,4/12/13 14:43,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,577,32
169,444,4/12/13 14:51,Most important change for your school or district?,Group D-L,Units 1-3 Discussion Groups,,Most important change for your school or district?Group D-LUnits 1-3 Discussion Groups,578,1
169,234,4/12/13 14:57,What are the most important ways we need to update K-12 education by 2020?,Group D-L,Units 1-3 Discussion Groups,,What are the most important ways we need to update K-12 education by 2020?Group D-LUnits 1-3 Discussion Groups,579,23
169,444,4/12/13 15:22,DLT Resources—Comments and Suggestions,Group D-L,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup D-LUnits 1-3 Discussion Groups,580,3
328,247,4/12/13 16:10,What will be different for students and teachers?,Group M,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group MUnits 1-3 Discussion Groups,581,39
276,444,4/12/13 17:37,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,582,2
11,167,4/12/13 17:41,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,583,32
317,445,4/12/13 17:55,What will be different for students and teachers?,Group A-C,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group A-CUnits 1-3 Discussion Groups,584,44
276,445,4/12/13 18:02,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,585,36
317,310,4/12/13 18:07,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,586,9
63,445,4/12/13 18:09,What will be different for students and teachers?,Group U-Z,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group U-ZUnits 1-3 Discussion Groups,587,42
276,44,4/12/13 18:11,I am amazed ...,Group N,Units 1-3 Discussion Groups,,I am amazed ...Group NUnits 1-3 Discussion Groups,588,35
317,310,4/12/13 18:11,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,589,9
355,444,4/12/13 18:13,Most important change for your school or district?,Group D-L,Units 1-3 Discussion Groups,,Most important change for your school or district?Group D-LUnits 1-3 Discussion Groups,590,1
276,444,4/12/13 18:14,DLT Resources—Comments and Suggestions,Group N,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup NUnits 1-3 Discussion Groups,591,7
317,444,4/12/13 18:31,DLT Resources—Comments and Suggestions,Group A-C,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup A-CUnits 1-3 Discussion Groups,592,16
174,173,4/12/13 18:35,DLT Resources—Comments and Suggestions,Group A-C,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup A-CUnits 1-3 Discussion Groups,593,16
363,444,4/12/13 18:50,Most important change for your school or district?,Group D-L,Units 1-3 Discussion Groups,,Most important change for your school or district?Group D-LUnits 1-3 Discussion Groups,594,1
317,444,4/12/13 18:50,Most important change for your school or district?,Group A-C,Units 1-3 Discussion Groups,,Most important change for your school or district?Group A-CUnits 1-3 Discussion Groups,595,14
413,444,4/12/13 18:57,DLT Resources—Comments and Suggestions,Group O-T,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup O-TUnits 1-3 Discussion Groups,596,13
347,445,4/12/13 19:19,What will be different for students and teachers?,Group N,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group NUnits 1-3 Discussion Groups,597,36
203,44,4/12/13 19:31,How do we promote student's self-directed learning inside a system designed for teacher directed?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,How do we promote student's self-directed learning inside a system designed for teacher directed?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,598,25
170,167,4/12/13 19:38,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,599,32
415,444,4/12/13 20:14,Strategies for meeting DLT challenges,Group A-C,Units 1-3 Discussion Groups,,Strategies for meeting DLT challengesGroup A-CUnits 1-3 Discussion Groups,600,53
444,276,4/12/13 20:15,DLT Resources—Comments and Suggestions,Group N,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup NUnits 1-3 Discussion Groups,601,7
444,444,4/12/13 20:18,DLT Resources—Comments and Suggestions,Group N,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup NUnits 1-3 Discussion Groups,602,7
444,444,4/12/13 20:27,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,603,2
444,413,4/12/13 20:33,DLT Resources—Comments and Suggestions,Group O-T,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup O-TUnits 1-3 Discussion Groups,604,13
415,444,4/12/13 20:43,Most important change for your school or district?,Group A-C,Units 1-3 Discussion Groups,,Most important change for your school or district?Group A-CUnits 1-3 Discussion Groups,605,14
128,128,4/12/13 21:50,What Are Our Usual Fears and Challenges about Traditional Skills in the Age of IT?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,What Are Our Usual Fears and Challenges about Traditional Skills in the Age of IT?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,606,50
59,128,4/12/13 23:24,About Some Possible Teacher Concerns Related to WEB-based Research,Group O-T,Units 1-3 Discussion Groups,,About Some Possible Teacher Concerns Related to WEB-based ResearchGroup O-TUnits 1-3 Discussion Groups,607,48
173,317,4/12/13 23:35,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,608,9
19,223,4/13/13 0:10,Shareholder buy-in,Unit 2 Expert Panel,Unit 1-3 Expert Panel Discussions,,Shareholder buy-inUnit 2 Expert PanelUnit 1-3 Expert Panel Discussions,609,54
113,310,4/13/13 1:59,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,610,9
113,173,4/13/13 2:01,How important is teacher training in a digital learning transition phase?,Group A-C,Units 1-3 Discussion Groups,,How important is teacher training in a digital learning transition phase?Group A-CUnits 1-3 Discussion Groups,611,9
46,61,4/13/13 11:47,Changes,Group N,Units 1-3 Discussion Groups,,ChangesGroup NUnits 1-3 Discussion Groups,612,24
46,203,4/13/13 13:26,How do we promote student's self-directed learning inside a system designed for teacher directed?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,How do we promote student's self-directed learning inside a system designed for teacher directed?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,613,25
219,329,4/13/13 13:29,Most important change for your school or district?,Group M,Units 1-3 Discussion Groups,,Most important change for your school or district?Group MUnits 1-3 Discussion Groups,614,6
46,221,4/13/13 13:55,Digital natives?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Digital natives?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,615,10
46,33,4/13/13 14:04,Where do you begin when you have a (semi) clean slate,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,Where do you begin when you have a (semi) clean slateUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,616,49
46,243,4/13/13 14:29,How do we get parents on board?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,How do we get parents on board?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,617,21
241,234,4/13/13 15:17,What will be different for students and teachers when K-12 education incorporates digital learning?,Group D-L,Units 1-3 Discussion Groups,,What will be different for students and teachers when K-12 education incorporates digital learning?Group D-LUnits 1-3 Discussion Groups,618,19
247,223,4/13/13 15:40,Shareholder buy-in,Unit 2 Expert Panel,Unit 1-3 Expert Panel Discussions,,Shareholder buy-inUnit 2 Expert PanelUnit 1-3 Expert Panel Discussions,619,54
241,234,4/13/13 16:30,What are the most important ways we need to update K-12 education by 2020?,Group D-L,Units 1-3 Discussion Groups,,What are the most important ways we need to update K-12 education by 2020?Group D-LUnits 1-3 Discussion Groups,620,23
241,444,4/13/13 16:39,Most important change for your school or district?,Group D-L,Units 1-3 Discussion Groups,,Most important change for your school or district?Group D-LUnits 1-3 Discussion Groups,621,1
128,128,4/13/13 17:37,About Some Possible Teacher Concerns Related to WEB-based Research,Group O-T,Units 1-3 Discussion Groups,,About Some Possible Teacher Concerns Related to WEB-based ResearchGroup O-TUnits 1-3 Discussion Groups,622,48
30,223,4/13/13 17:49,Shareholder buy-in,Unit 2 Expert Panel,Unit 1-3 Expert Panel Discussions,,Shareholder buy-inUnit 2 Expert PanelUnit 1-3 Expert Panel Discussions,623,54
425,444,4/13/13 18:10,Strategies for meeting DLT challenges?,Group O-T,Units 1-3 Discussion Groups,,Strategies for meeting DLT challenges?Group O-TUnits 1-3 Discussion Groups,624,55
30,444,4/13/13 19:57,Most important change for your school or district?,Group N,Units 1-3 Discussion Groups,,Most important change for your school or district?Group NUnits 1-3 Discussion Groups,625,2
36,444,4/13/13 19:58,Strategies for meeting DLT challenges?,Group U-Z,Units 1-3 Discussion Groups,,Strategies for meeting DLT challenges?Group U-ZUnits 1-3 Discussion Groups,626,56
36,345,4/13/13 20:11,Most important change for your school or district?,Group U-Z,Units 1-3 Discussion Groups,,Most important change for your school or district?Group U-ZUnits 1-3 Discussion Groups,627,5
242,444,4/13/13 21:18,Most important change for your school or district?,Group D-L,Units 1-3 Discussion Groups,,Most important change for your school or district?Group D-LUnits 1-3 Discussion Groups,628,1
242,234,4/13/13 21:25,What will be different for students and teachers when K-12 education incorporates digital learning?,Group D-L,Units 1-3 Discussion Groups,,What will be different for students and teachers when K-12 education incorporates digital learning?Group D-LUnits 1-3 Discussion Groups,629,19
242,170,4/13/13 21:31,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,630,32
242,444,4/13/13 21:39,DLT Resources—Comments and Suggestions,Group D-L,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup D-LUnits 1-3 Discussion Groups,631,3
247,36,4/14/13 0:09,Finding the time...,Unit 2 Expert Panel,Unit 1-3 Expert Panel Discussions,,Finding the time...Unit 2 Expert PanelUnit 1-3 Expert Panel Discussions,632,57
216,61,4/14/13 0:12,Changes,Group N,Units 1-3 Discussion Groups,,ChangesGroup NUnits 1-3 Discussion Groups,633,24
171,444,4/14/13 0:23,Strategies for meeting DLT challenges?,Group D-L,Units 1-3 Discussion Groups,,Strategies for meeting DLT challenges?Group D-LUnits 1-3 Discussion Groups,634,58
171,444,4/14/13 0:37,DLT Resources—Comments and Suggestions,Group D-L,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup D-LUnits 1-3 Discussion Groups,635,3
171,167,4/14/13 0:47,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,636,32
171,234,4/14/13 1:09,What will be different for students and teachers when K-12 education incorporates digital learning?,Group D-L,Units 1-3 Discussion Groups,,What will be different for students and teachers when K-12 education incorporates digital learning?Group D-LUnits 1-3 Discussion Groups,637,19
171,444,4/14/13 1:28,Most important change for your school or district?,Group D-L,Units 1-3 Discussion Groups,,Most important change for your school or district?Group D-LUnits 1-3 Discussion Groups,638,1
171,234,4/14/13 1:46,What are the most important ways we need to update K-12 education by 2020?,Group D-L,Units 1-3 Discussion Groups,,What are the most important ways we need to update K-12 education by 2020?Group D-LUnits 1-3 Discussion Groups,639,23
172,167,4/14/13 3:10,What is digital learning UNIQUELY suited to inspire or impart?,Group D-L,Units 1-3 Discussion Groups,,What is digital learning UNIQUELY suited to inspire or impart?Group D-LUnits 1-3 Discussion Groups,640,32
172,444,4/14/13 4:03,DLT Resources—Comments and Suggestions,Group D-L,Units 1-3 Discussion Groups,,DLT Resources—Comments and SuggestionsGroup D-LUnits 1-3 Discussion Groups,641,3
