Sender,Reciever,Timestamp,Title,Category,Parent,Description,CommentID,DiscussionID
158,128,9/30/13,"Carolyn Faulkner-Beitzel, Director of Academic Program Development, Philadelphia PA",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",73,47
316,128,10/3/13,"Carolyn Faulkner-Beitzel, Director of Academic Program Development, Philadelphia PA",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",381,47
23,23,9/30/13,Greetings from New Hampshire,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",83,48
158,90,9/30/13,Open Communication,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,85,49
203,90,9/30/13,Open Communication,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,96,49
362,203,9/30/13,Open Communication,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,105,49
459,23,9/30/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,86,50
213,23,10/1/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,168,50
74,23,10/1/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,169,50
457,23,10/1/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,174,50
235,23,10/1/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,194,50
318,23,10/2/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,271,50
457,235,10/2/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,296,50
423,23,10/2/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,322,50
183,423,10/2/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,331,50
271,423,10/3/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,379,50
267,213,10/3/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,405,50
222,23,10/4/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,483,50
310,23,10/5/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,509,50
313,213,10/5/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,559,50
471,23,10/6/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,600,50
186,23,10/6/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,612,50
302,471,10/7/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,653,50
420,310,10/8/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,711,50
183,23,10/11/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,868,50
23,213,10/11/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,876,50
195,23,10/12/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,891,50
302,195,10/12/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,919,50
195,23,10/14/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,952,50
267,186,10/14/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,954,50
149,23,10/14/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,967,50
348,23,10/14/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,989,50
255,23,10/14/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,991,50
457,195,10/15/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1017,50
372,23,10/15/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1019,50
212,457,10/15/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1023,50
155,23,10/15/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1026,50
158,23,10/18/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1096,50
452,23,10/20/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1172,50
28,23,10/20/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1180,50
309,23,10/21/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1233,50
419,23,10/22/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1327,50
20,23,10/23/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1345,50
347,23,10/31/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1737,50
44,23,11/5/13,Professional development,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1871,50
158,300,9/30/13,Videos and more!,Unit 1 Resources,Group O-Z,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",87,51
64,147,9/30/13,Hello!,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",88,52
158,147,10/6/13,Hello!,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",575,52
23,158,9/30/13,Isaac Asimov video,Unit 1 Resources,Group M-N,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",89,53
23,158,9/30/13,Isaac Asimov video,Unit 1 Resources,Group M-N,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",99,53
84,158,10/1/13,Isaac Asimov video,Unit 1 Resources,Group M-N,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",230,53
168,158,10/2/13,Isaac Asimov video,Unit 1 Resources,Group M-N,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",279,53
322,158,10/3/13,Isaac Asimov video,Unit 1 Resources,Group M-N,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",361,53
310,158,10/7/13,Isaac Asimov video,Unit 1 Resources,Group M-N,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",624,53
277,158,10/8/13,Isaac Asimov video,Unit 1 Resources,Group M-N,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",745,53
289,69,9/30/13,"Carrie Paine - Technology Instructor 6-8  - Menasha, Wisconsin",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",91,54
440,69,9/30/13,"Carrie Paine - Technology Instructor 6-8  - Menasha, Wisconsin",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",117,54
158,69,10/6/13,"Carrie Paine - Technology Instructor 6-8  - Menasha, Wisconsin",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",573,54
289,101,9/30/13,"Cyndi Smith - Elementary principal, Abilene, TX",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",93,55
414,101,9/30/13,"Cyndi Smith - Elementary principal, Abilene, TX",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",128,55
158,101,10/6/13,"Cyndi Smith - Elementary principal, Abilene, TX",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",571,55
256,101,10/7/13,"Cyndi Smith - Elementary principal, Abilene, TX",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",634,55
203,127,9/30/13,Befor discussing changes needed....,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,97,56
145,127,10/7/13,Befor discussing changes needed....,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,619,56
463,127,10/9/13,Befor discussing changes needed....,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,778,56
482,127,10/21/13,Befor discussing changes needed....,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,1202,56
168,38,9/30/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,98,57
229,38,9/30/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,125,57
283,38,10/1/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,148,57
213,38,10/1/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,164,57
23,229,10/1/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,175,57
457,23,10/1/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,188,57
296,38,10/2/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,277,57
212,38,10/7/13,funding,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,656,57
362,302,9/30/13,"Mary Ann Wolf, MOOC-Ed Leader, Chapel Hill, NC",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",101,58
100,302,10/1/13,"Mary Ann Wolf, MOOC-Ed Leader, Chapel Hill, NC",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",153,58
480,302,10/1/13,"Mary Ann Wolf, MOOC-Ed Leader, Chapel Hill, NC",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",154,58
463,302,10/1/13,"Mary Ann Wolf, MOOC-Ed Leader, Chapel Hill, NC",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",212,58
304,302,10/5/13,"Mary Ann Wolf, MOOC-Ed Leader, Chapel Hill, NC",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",560,58
302,304,10/6/13,"Mary Ann Wolf, MOOC-Ed Leader, Chapel Hill, NC",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",586,58
288,250,9/30/13,"Kenny Mohar, Instructional Technology Coach, Uintah School District, Vernal, Utah",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",114,59
288,17,9/30/13,"Andrew Clark, Regional Technology Trainer, Northeastern Utah Education Services, Heber City, UT",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",115,60
302,17,10/2/13,"Andrew Clark, Regional Technology Trainer, Northeastern Utah Education Services, Heber City, UT",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",352,60
485,485,9/30/13,"Greetings from Newport, New Hampshire!",Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",122,61
457,485,10/1/13,"Greetings from Newport, New Hampshire!",Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",170,61
158,485,10/1/13,"Greetings from Newport, New Hampshire!",Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",250,61
485,409,9/30/13,Happy Monday from Missouri,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",124,62
409,485,10/1/13,Happy Monday from Missouri,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",184,62
229,309,9/30/13,Important changes coming,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,126,63
361,160,9/30/13,"Heather Avison, Whitehorse, Yukon, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",129,64
187,160,10/1/13,"Heather Avison, Whitehorse, Yukon, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",180,64
463,160,10/1/13,"Heather Avison, Whitehorse, Yukon, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",211,64
361,133,9/30/13,"Elaine Elston, Administrator, MOT Charter School-K-12 Arts, Science &amp; Technology-Middletown, DE",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",132,65
361,244,9/30/13,Katy Poole - Scottsdale AZ Rancho Solano Preporatory School -Ventura Campus,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",133,66
158,244,10/4/13,Katy Poole - Scottsdale AZ Rancho Solano Preporatory School -Ventura Campus,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",494,66
303,244,10/20/13,Katy Poole - Scottsdale AZ Rancho Solano Preporatory School -Ventura Campus,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1143,66
388,176,9/30/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,135,67
307,388,10/1/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,228,67
301,176,10/1/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,229,67
91,176,10/1/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,235,67
111,176,10/1/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,263,67
171,176,10/2/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,324,67
185,176,10/3/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,395,67
292,176,10/4/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,480,67
388,292,10/4/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,485,67
298,176,10/5/13,Infrastructure Changes & Public Perception,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,515,67
361,41,9/30/13,"Benjamin Harrison - Technology Integration Specialist - RSPS - Scottsdale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",138,68
41,361,10/4/13,"Benjamin Harrison - Technology Integration Specialist - RSPS - Scottsdale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",449,68
303,41,10/20/13,"Benjamin Harrison - Technology Integration Specialist - RSPS - Scottsdale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1145,68
292,41,10/26/13,"Benjamin Harrison - Technology Integration Specialist - RSPS - Scottsdale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1512,68
41,292,10/28/13,"Benjamin Harrison - Technology Integration Specialist - RSPS - Scottsdale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1660,68
361,106,9/30/13,"Danya Dajani: Elementary Tech Teacher in Amman, Jordan",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",139,69
106,361,9/30/13,"Danya Dajani: Elementary Tech Teacher in Amman, Jordan",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",147,69
297,106,10/6/13,"Danya Dajani: Elementary Tech Teacher in Amman, Jordan",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",591,69
158,106,10/7/13,"Danya Dajani: Elementary Tech Teacher in Amman, Jordan",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",637,69
332,106,10/10/13,"Danya Dajani: Elementary Tech Teacher in Amman, Jordan",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",798,69
158,176,9/30/13,Innovate to Educate Report,Unit 1 Resources,Group A-L,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",141,70
483,176,10/1/13,Innovate to Educate Report,Unit 1 Resources,Group A-L,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",209,70
303,176,10/7/13,Innovate to Educate Report,Unit 1 Resources,Group A-L,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",645,70
277,176,10/8/13,Innovate to Educate Report,Unit 1 Resources,Group A-L,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",748,70
158,176,10/12/13,Innovate to Educate Report,Unit 1 Resources,Group A-L,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",904,70
100,302,10/1/13,My name is Culham B Amengor and presently teach a group of kids with ASD (Autism Spectrum Disorder).,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",150,71
302,100,10/1/13,My name is Culham B Amengor and presently teach a group of kids with ASD (Autism Spectrum Disorder).,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",155,71
100,100,10/27/13,My name is Culham B Amengor and presently teach a group of kids with ASD (Autism Spectrum Disorder).,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1572,71
331,440,10/1/13,Steve Sanders,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",151,72
302,440,10/1/13,Steve Sanders,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",159,72
158,440,10/5/13,Steve Sanders,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",552,72
100,426,10/1/13,We need changes,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,152,73
22,100,10/1/13,We need changes,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,207,73
100,22,10/8/13,We need changes,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,733,73
164,22,10/11/13,We need changes,Most important changes needed in K-12 education?,Group A-L,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,844,73
302,116,10/1/13,"Introduction--Debby Atwater-Coordinator of 21st Century Learning, Chapel Hill-Carrboro, NC",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",156,74
302,475,10/1/13,"Tom Murray, Director of Technology and Cyber Education, Quakertown, PA",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",157,75
92,475,10/2/13,"Tom Murray, Director of Technology and Cyber Education, Quakertown, PA",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",267,75
122,475,10/2/13,"Tom Murray, Director of Technology and Cyber Education, Quakertown, PA",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",274,75
433,475,10/2/13,"Tom Murray, Director of Technology and Cyber Education, Quakertown, PA",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",298,75
302,331,10/1/13,Access - its not just a visual world,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,158,76
302,200,10/1/13,"Jerry Schulz - Milwaukee, WI - Interested in Infrastructure",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",160,77
158,200,10/5/13,"Jerry Schulz - Milwaukee, WI - Interested in Infrastructure",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",551,77
302,447,10/1/13,Sue Tierney IT Coordinator - Rhode Island,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",161,78
7,447,10/1/13,Sue Tierney IT Coordinator - Rhode Island,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",210,78
302,231,10/1/13,"Hello from Carrboro, NC",Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",162,79
213,209,10/1/13,Beginning at the foundation,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,165,80
23,63,10/1/13,Most important changes needed in K-12 education,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,166,81
183,63,10/2/13,Most important changes needed in K-12 education,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,333,81
457,357,10/1/13,Hello from Skowhegan Maine,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",167,82
158,357,10/1/13,Hello from Skowhegan Maine,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",252,82
457,177,10/1/13,Greetings from Randolph MA Parent and Concerned Community Member,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",171,83
177,457,10/1/13,Greetings from Randolph MA Parent and Concerned Community Member,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",191,83
158,177,10/1/13,Greetings from Randolph MA Parent and Concerned Community Member,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",249,83
362,356,10/1/13,"Paul Iwancio, Online Professional Development, Denver CO",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",177,84
122,356,10/2/13,"Paul Iwancio, Online Professional Development, Denver CO",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",276,84
227,356,10/3/13,"Paul Iwancio, Online Professional Development, Denver CO",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",423,84
362,302,10/1/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,178,85
483,302,10/1/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,197,85
142,302,10/1/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,199,85
224,302,10/2/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,305,85
184,302,10/2/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,308,85
302,362,10/2/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,317,85
6,302,10/4/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,469,85
358,302,10/5/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,526,85
88,302,10/7/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,658,85
21,302,10/14/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,984,85
158,483,10/18/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,1095,85
110,302,11/6/13,Changes in Your School or District Already,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,1892,85
187,361,10/1/13,"Peggy Hobson Principal - Middle Years Level - Winnipeg, Manitoba, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",179,86
75,361,10/1/13,"Peggy Hobson Principal - Middle Years Level - Winnipeg, Manitoba, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",221,86
19,361,10/3/13,"Peggy Hobson Principal - Middle Years Level - Winnipeg, Manitoba, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",391,86
158,361,10/3/13,"Peggy Hobson Principal - Middle Years Level - Winnipeg, Manitoba, Canada",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",424,86
187,366,10/1/13,"Rich Suttie, Supt, Valley Christian Schools, Cerritos, CA",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",182,87
187,142,10/1/13,"Eric Stone - Technology Integration Specialist/AP Calculus Instructor - Metamora HS, Illinois",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",183,88
142,187,10/1/13,"Eric Stone - Technology Integration Specialist/AP Calculus Instructor - Metamora HS, Illinois",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",186,88
122,142,10/2/13,"Eric Stone - Technology Integration Specialist/AP Calculus Instructor - Metamora HS, Illinois",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",278,88
77,17,10/1/13,Changes,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,185,89
264,17,10/2/13,Changes,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,304,89
358,17,10/3/13,Changes,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,357,89
264,358,10/4/13,Changes,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,448,89
321,17,10/4/13,Changes,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,456,89
302,203,10/1/13,"Jessica Mossman- Emporia, KS",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",187,90
227,203,10/3/13,"Jessica Mossman- Emporia, KS",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",421,90
200,55,10/1/13,"Brian Kray, Curriculum/Assessment/Technology Support - St. Croix Falls SD, St. Croix Falls, WI",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",189,91
371,283,10/1/13,Lisa Mitchell Hello from Utah,Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",190,92
